"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","id","Basiswert","Name.Basiswert","Typ","Index"
"Mobilitätsziffer","deutsch",2000,"01 Altstadt - Lehel",307,"2",1165,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",100
"Mobilitätsziffer","deutsch",2001,"01 Altstadt - Lehel",296.9,"2",1073,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",92.1030042918455
"Mobilitätsziffer","deutsch",2002,"01 Altstadt - Lehel",303,"2",993,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",85.2360515021459
"Mobilitätsziffer","deutsch",2003,"01 Altstadt - Lehel",291.4,"2",1049,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",90.0429184549356
"Mobilitätsziffer","deutsch",2004,"01 Altstadt - Lehel",289.1,"2",1105,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",94.8497854077253
"Mobilitätsziffer","deutsch",2005,"01 Altstadt - Lehel",296.9,"2",1105,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",94.8497854077253
"Mobilitätsziffer","deutsch",2006,"01 Altstadt - Lehel",303.9,"2",1138,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",97.6824034334764
"Mobilitätsziffer","deutsch",2007,"01 Altstadt - Lehel",294.2,"2",1176,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",100.944206008584
"Mobilitätsziffer","deutsch",2008,"01 Altstadt - Lehel",298.4,"2",1188,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",101.974248927039
"Mobilitätsziffer","deutsch",2009,"01 Altstadt - Lehel",314.8,"2",1260,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",108.154506437768
"Mobilitätsziffer","deutsch",2010,"01 Altstadt - Lehel",305.9,"2",1253,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",107.55364806867
"Mobilitätsziffer","deutsch",2011,"01 Altstadt - Lehel",296.1,"2",1234,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",105.922746781116
"Mobilitätsziffer","deutsch",2012,"01 Altstadt - Lehel",274.9,"2",1082,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",92.8755364806867
"Mobilitätsziffer","deutsch",2013,"01 Altstadt - Lehel",283.7,"2",1069,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",91.7596566523605
"Mobilitätsziffer","deutsch",2014,"01 Altstadt - Lehel",262.3,"2",1095,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",93.9914163090129
"Mobilitätsziffer","deutsch",2015,"01 Altstadt - Lehel",251.9,"2",1018,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",87.381974248927
"Mobilitätsziffer","deutsch",2016,"01 Altstadt - Lehel",257.1,"2",1050,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",90.1287553648069
"Mobilitätsziffer","deutsch",2017,"01 Altstadt - Lehel",249.7,"2",981,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",84.206008583691
"Mobilitätsziffer","deutsch",2018,"01 Altstadt - Lehel",247,"2",969,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",83.175965665236
"Mobilitätsziffer","deutsch",2019,"01 Altstadt - Lehel",255.7,"2",1038,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",89.0987124463519
"Mobilitätsziffer","deutsch",2020,"01 Altstadt - Lehel",242.9,"2",1063,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",91.244635193133
"Mobilitätsziffer","deutsch",2021,"01 Altstadt - Lehel",293.1,"2",1277,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",109.613733905579
"Mobilitätsziffer","deutsch",2022,"01 Altstadt - Lehel",229.3,"2",896,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",76.9098712446352
"Mobilitätsziffer","deutsch",2023,"01 Altstadt - Lehel",231.2,"2",985,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",84.549356223176
"Mobilitätsziffer","deutsch",2024,"01 Altstadt - Lehel",224.3,"2",885,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",75.9656652360515
"Mobilitätsziffer","deutsch",2000,"01 Altstadt - Lehel",307,"1",1098,"außerstädtisch Zugezogene (deutsch)","Zuzug",100
"Mobilitätsziffer","deutsch",2001,"01 Altstadt - Lehel",296.9,"1",1060,"außerstädtisch Zugezogene (deutsch)","Zuzug",96.5391621129326
"Mobilitätsziffer","deutsch",2002,"01 Altstadt - Lehel",303,"1",1067,"außerstädtisch Zugezogene (deutsch)","Zuzug",97.1766848816029
"Mobilitätsziffer","deutsch",2003,"01 Altstadt - Lehel",291.4,"1",910,"außerstädtisch Zugezogene (deutsch)","Zuzug",82.8779599271403
"Mobilitätsziffer","deutsch",2004,"01 Altstadt - Lehel",289.1,"1",979,"außerstädtisch Zugezogene (deutsch)","Zuzug",89.1621129326047
"Mobilitätsziffer","deutsch",2005,"01 Altstadt - Lehel",296.9,"1",1100,"außerstädtisch Zugezogene (deutsch)","Zuzug",100.182149362477
"Mobilitätsziffer","deutsch",2006,"01 Altstadt - Lehel",303.9,"1",1027,"außerstädtisch Zugezogene (deutsch)","Zuzug",93.5336976320583
"Mobilitätsziffer","deutsch",2007,"01 Altstadt - Lehel",294.2,"1",1055,"außerstädtisch Zugezogene (deutsch)","Zuzug",96.0837887067395
"Mobilitätsziffer","deutsch",2008,"01 Altstadt - Lehel",298.4,"1",1120,"außerstädtisch Zugezogene (deutsch)","Zuzug",102.00364298725
"Mobilitätsziffer","deutsch",2009,"01 Altstadt - Lehel",314.8,"1",1083,"außerstädtisch Zugezogene (deutsch)","Zuzug",98.6338797814208
"Mobilitätsziffer","deutsch",2010,"01 Altstadt - Lehel",305.9,"1",1129,"außerstädtisch Zugezogene (deutsch)","Zuzug",102.823315118397
"Mobilitätsziffer","deutsch",2011,"01 Altstadt - Lehel",296.1,"1",1118,"außerstädtisch Zugezogene (deutsch)","Zuzug",101.821493624772
"Mobilitätsziffer","deutsch",2012,"01 Altstadt - Lehel",274.9,"1",969,"außerstädtisch Zugezogene (deutsch)","Zuzug",88.2513661202186
"Mobilitätsziffer","deutsch",2013,"01 Altstadt - Lehel",283.7,"1",1085,"außerstädtisch Zugezogene (deutsch)","Zuzug",98.816029143898
"Mobilitätsziffer","deutsch",2014,"01 Altstadt - Lehel",262.3,"1",933,"außerstädtisch Zugezogene (deutsch)","Zuzug",84.9726775956284
"Mobilitätsziffer","deutsch",2015,"01 Altstadt - Lehel",251.9,"1",918,"außerstädtisch Zugezogene (deutsch)","Zuzug",83.6065573770492
"Mobilitätsziffer","deutsch",2016,"01 Altstadt - Lehel",257.1,"1",924,"außerstädtisch Zugezogene (deutsch)","Zuzug",84.1530054644809
"Mobilitätsziffer","deutsch",2017,"01 Altstadt - Lehel",249.7,"1",827,"außerstädtisch Zugezogene (deutsch)","Zuzug",75.3187613843351
"Mobilitätsziffer","deutsch",2018,"01 Altstadt - Lehel",247,"1",953,"außerstädtisch Zugezogene (deutsch)","Zuzug",86.7941712204007
"Mobilitätsziffer","deutsch",2019,"01 Altstadt - Lehel",255.7,"1",865,"außerstädtisch Zugezogene (deutsch)","Zuzug",78.7795992714025
"Mobilitätsziffer","deutsch",2020,"01 Altstadt - Lehel",242.9,"1",797,"außerstädtisch Zugezogene (deutsch)","Zuzug",72.5865209471767
"Mobilitätsziffer","deutsch",2021,"01 Altstadt - Lehel",293.1,"1",872,"außerstädtisch Zugezogene (deutsch)","Zuzug",79.4171220400729
"Mobilitätsziffer","deutsch",2022,"01 Altstadt - Lehel",229.3,"1",766,"außerstädtisch Zugezogene (deutsch)","Zuzug",69.7632058287796
"Mobilitätsziffer","deutsch",2023,"01 Altstadt - Lehel",231.2,"1",844,"außerstädtisch Zugezogene (deutsch)","Zuzug",76.8670309653916
"Mobilitätsziffer","deutsch",2024,"01 Altstadt - Lehel",224.3,"1",811,"außerstädtisch Zugezogene (deutsch)","Zuzug",73.8615664845173
"Mobilitätsziffer","nichtdeutsch",2000,"01 Altstadt - Lehel",762.4,"2",621,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",100
"Mobilitätsziffer","nichtdeutsch",2001,"01 Altstadt - Lehel",718.8,"2",570,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",91.7874396135266
"Mobilitätsziffer","nichtdeutsch",2002,"01 Altstadt - Lehel",678.2,"2",506,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",81.4814814814815
"Mobilitätsziffer","nichtdeutsch",2003,"01 Altstadt - Lehel",618.6,"2",550,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",88.5668276972625
"Mobilitätsziffer","nichtdeutsch",2004,"01 Altstadt - Lehel",658,"2",468,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",75.3623188405797
"Mobilitätsziffer","nichtdeutsch",2005,"01 Altstadt - Lehel",585.6,"2",499,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",80.3542673107891
"Mobilitätsziffer","nichtdeutsch",2006,"01 Altstadt - Lehel",568,"2",389,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",62.6409017713366
"Mobilitätsziffer","nichtdeutsch",2007,"01 Altstadt - Lehel",571.1,"2",398,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",64.0901771336554
"Mobilitätsziffer","nichtdeutsch",2008,"01 Altstadt - Lehel",599.1,"2",447,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",71.9806763285024
"Mobilitätsziffer","nichtdeutsch",2009,"01 Altstadt - Lehel",733.3,"2",415,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",66.8276972624799
"Mobilitätsziffer","nichtdeutsch",2010,"01 Altstadt - Lehel",644.4,"2",484,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",77.938808373591
"Mobilitätsziffer","nichtdeutsch",2011,"01 Altstadt - Lehel",651.9,"2",482,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",77.6167471819646
"Mobilitätsziffer","nichtdeutsch",2012,"01 Altstadt - Lehel",690.2,"2",634,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",102.093397745572
"Mobilitätsziffer","nichtdeutsch",2013,"01 Altstadt - Lehel",715,"2",633,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",101.932367149758
"Mobilitätsziffer","nichtdeutsch",2014,"01 Altstadt - Lehel",667.4,"2",615,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",99.0338164251208
"Mobilitätsziffer","nichtdeutsch",2015,"01 Altstadt - Lehel",621,"2",587,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",94.524959742351
"Mobilitätsziffer","nichtdeutsch",2016,"01 Altstadt - Lehel",594.5,"2",674,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",108.5346215781
"Mobilitätsziffer","nichtdeutsch",2017,"01 Altstadt - Lehel",651.2,"2",571,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",91.9484702093398
"Mobilitätsziffer","nichtdeutsch",2018,"01 Altstadt - Lehel",624.9,"2",583,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",93.8808373590982
"Mobilitätsziffer","nichtdeutsch",2019,"01 Altstadt - Lehel",525.8,"2",537,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",86.4734299516908
"Mobilitätsziffer","nichtdeutsch",2020,"01 Altstadt - Lehel",460.6,"2",508,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",81.8035426731079
"Mobilitätsziffer","nichtdeutsch",2021,"01 Altstadt - Lehel",550.6,"2",550,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",88.5668276972625
"Mobilitätsziffer","nichtdeutsch",2022,"01 Altstadt - Lehel",684.8,"2",606,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",97.5845410628019
"Mobilitätsziffer","nichtdeutsch",2023,"01 Altstadt - Lehel",670.3,"2",561,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",90.3381642512077
"Mobilitätsziffer","nichtdeutsch",2024,"01 Altstadt - Lehel",611.3,"2",638,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)","Umzug",102.737520128824
"Mobilitätsziffer","nichtdeutsch",2000,"01 Altstadt - Lehel",762.4,"1",1079,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",100
"Mobilitätsziffer","nichtdeutsch",2001,"01 Altstadt - Lehel",718.8,"1",995,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",92.2150139017609
"Mobilitätsziffer","nichtdeutsch",2002,"01 Altstadt - Lehel",678.2,"1",848,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",78.5912882298424
"Mobilitätsziffer","nichtdeutsch",2003,"01 Altstadt - Lehel",618.6,"1",799,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",74.050046339203
"Mobilitätsziffer","nichtdeutsch",2004,"01 Altstadt - Lehel",658,"1",860,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",79.7034291010195
"Mobilitätsziffer","nichtdeutsch",2005,"01 Altstadt - Lehel",585.6,"1",823,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",76.274328081557
"Mobilitätsziffer","nichtdeutsch",2006,"01 Altstadt - Lehel",568,"1",784,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",72.6598702502317
"Mobilitätsziffer","nichtdeutsch",2007,"01 Altstadt - Lehel",571.1,"1",909,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",84.2446709916589
"Mobilitätsziffer","nichtdeutsch",2008,"01 Altstadt - Lehel",599.1,"1",930,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",86.1909175162187
"Mobilitätsziffer","nichtdeutsch",2009,"01 Altstadt - Lehel",733.3,"1",880,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",81.5569972196478
"Mobilitätsziffer","nichtdeutsch",2010,"01 Altstadt - Lehel",644.4,"1",882,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",81.7423540315107
"Mobilitätsziffer","nichtdeutsch",2011,"01 Altstadt - Lehel",651.9,"1",1091,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",101.112140871177
"Mobilitätsziffer","nichtdeutsch",2012,"01 Altstadt - Lehel",690.2,"1",1149,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",106.487488415199
"Mobilitätsziffer","nichtdeutsch",2013,"01 Altstadt - Lehel",715,"1",1307,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",121.130676552363
"Mobilitätsziffer","nichtdeutsch",2014,"01 Altstadt - Lehel",667.4,"1",1326,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",122.89156626506
"Mobilitätsziffer","nichtdeutsch",2015,"01 Altstadt - Lehel",621,"1",1237,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",114.643188137164
"Mobilitätsziffer","nichtdeutsch",2016,"01 Altstadt - Lehel",594.5,"1",1213,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",112.41890639481
"Mobilitätsziffer","nichtdeutsch",2017,"01 Altstadt - Lehel",651.2,"1",1145,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",106.116774791474
"Mobilitätsziffer","nichtdeutsch",2018,"01 Altstadt - Lehel",624.9,"1",1178,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",109.17516218721
"Mobilitätsziffer","nichtdeutsch",2019,"01 Altstadt - Lehel",525.8,"1",938,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",86.9323447636701
"Mobilitätsziffer","nichtdeutsch",2020,"01 Altstadt - Lehel",460.6,"1",675,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",62.5579240037071
"Mobilitätsziffer","nichtdeutsch",2021,"01 Altstadt - Lehel",550.6,"1",796,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",73.7720111214087
"Mobilitätsziffer","nichtdeutsch",2022,"01 Altstadt - Lehel",684.8,"1",1396,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",129.379054680259
"Mobilitätsziffer","nichtdeutsch",2023,"01 Altstadt - Lehel",670.3,"1",1176,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",108.989805375348
"Mobilitätsziffer","nichtdeutsch",2024,"01 Altstadt - Lehel",611.3,"1",1011,"außerstädtisch Zugezogene (nichtdeutsch)","Zuzug",93.6978683966636
"Mobilitätsziffer","deutsch",2000,"02 Ludwigsvorstadt - Isarvorstadt",363.1,"2",2890,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",100
"Mobilitätsziffer","deutsch",2001,"02 Ludwigsvorstadt - Isarvorstadt",347.9,"2",2759,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",95.4671280276817
"Mobilitätsziffer","deutsch",2002,"02 Ludwigsvorstadt - Isarvorstadt",346.8,"2",2752,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",95.2249134948097
"Mobilitätsziffer","deutsch",2003,"02 Ludwigsvorstadt - Isarvorstadt",349.9,"2",2889,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",99.9653979238754
"Mobilitätsziffer","deutsch",2004,"02 Ludwigsvorstadt - Isarvorstadt",358.6,"2",3102,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",107.335640138408
"Mobilitätsziffer","deutsch",2005,"02 Ludwigsvorstadt - Isarvorstadt",349.2,"2",3049,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",105.501730103806
"Mobilitätsziffer","deutsch",2006,"02 Ludwigsvorstadt - Isarvorstadt",348.8,"2",3014,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",104.290657439446
"Mobilitätsziffer","deutsch",2007,"02 Ludwigsvorstadt - Isarvorstadt",347.7,"2",3147,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",108.892733564014
"Mobilitätsziffer","deutsch",2008,"02 Ludwigsvorstadt - Isarvorstadt",348.3,"2",3318,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",114.809688581315
"Mobilitätsziffer","deutsch",2009,"02 Ludwigsvorstadt - Isarvorstadt",362.7,"2",3420,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",118.339100346021
"Mobilitätsziffer","deutsch",2010,"02 Ludwigsvorstadt - Isarvorstadt",346,"2",3499,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",121.072664359862
"Mobilitätsziffer","deutsch",2011,"02 Ludwigsvorstadt - Isarvorstadt",328.4,"2",3117,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",107.854671280277
"Mobilitätsziffer","deutsch",2012,"02 Ludwigsvorstadt - Isarvorstadt",309.5,"2",2969,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",102.733564013841
"Mobilitätsziffer","deutsch",2013,"02 Ludwigsvorstadt - Isarvorstadt",301.6,"2",2854,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",98.7543252595156
"Mobilitätsziffer","deutsch",2014,"02 Ludwigsvorstadt - Isarvorstadt",294.1,"2",2855,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",98.7889273356401
"Mobilitätsziffer","deutsch",2015,"02 Ludwigsvorstadt - Isarvorstadt",303.6,"2",3087,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",106.81660899654
"Mobilitätsziffer","deutsch",2016,"02 Ludwigsvorstadt - Isarvorstadt",273.7,"2",2536,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",87.7508650519031
"Mobilitätsziffer","deutsch",2017,"02 Ludwigsvorstadt - Isarvorstadt",276,"2",2474,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",85.6055363321799
"Mobilitätsziffer","deutsch",2018,"02 Ludwigsvorstadt - Isarvorstadt",275.3,"2",2518,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",87.1280276816609
"Mobilitätsziffer","deutsch",2019,"02 Ludwigsvorstadt - Isarvorstadt",267.1,"2",2565,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",88.7543252595156
"Mobilitätsziffer","deutsch",2020,"02 Ludwigsvorstadt - Isarvorstadt",268.1,"2",2657,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",91.9377162629758
"Mobilitätsziffer","deutsch",2021,"02 Ludwigsvorstadt - Isarvorstadt",306.8,"2",3110,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",107.612456747405
"Mobilitätsziffer","deutsch",2022,"02 Ludwigsvorstadt - Isarvorstadt",271.2,"2",2551,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",88.2698961937716
"Mobilitätsziffer","deutsch",2023,"02 Ludwigsvorstadt - Isarvorstadt",245,"2",2285,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",79.0657439446367
"Mobilitätsziffer","deutsch",2024,"02 Ludwigsvorstadt - Isarvorstadt",247.7,"2",2362,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","Umzug",81.7301038062284
"Mobilitätsziffer","deutsch",2000,"02 Ludwigsvorstadt - Isarvorstadt",363.1,"1",2734,"außerstädtisch Zugezogene (deutsch)","Zuzug",100
"Mobilitätsziffer","deutsch",2001,"02 Ludwigsvorstadt - Isarvorstadt",347.9,"1",2537,"außerstädtisch Zugezogene (deutsch)","Zuzug",92.794440380395
"Mobilitätsziffer","deutsch",2002,"02 Ludwigsvorstadt - Isarvorstadt",346.8,"1",2336,"außerstädtisch Zugezogene (deutsch)","Zuzug",85.4425749817118
"Mobilitätsziffer","deutsch",2003,"02 Ludwigsvorstadt - Isarvorstadt",349.9,"1",2184,"außerstädtisch Zugezogene (deutsch)","Zuzug",79.8829553767374
"Mobilitätsziffer","deutsch",2004,"02 Ludwigsvorstadt - Isarvorstadt",358.6,"1",2403,"außerstädtisch Zugezogene (deutsch)","Zuzug",87.8931967812729
"Mobilitätsziffer","deutsch",2005,"02 Ludwigsvorstadt - Isarvorstadt",349.2,"1",2367,"außerstädtisch Zugezogene (deutsch)","Zuzug",86.5764447695684
"Mobilitätsziffer","deutsch",2006,"02 Ludwigsvorstadt - Isarvorstadt",348.8,"1",2719,"außerstädtisch Zugezogene (deutsch)","Zuzug",99.4513533284565
"Mobilitätsziffer","deutsch",2007,"02 Ludwigsvorstadt - Isarvorstadt",347.7,"1",2802,"außerstädtisch Zugezogene (deutsch)","Zuzug",102.487198244331
"Mobilitätsziffer","deutsch",2008,"02 Ludwigsvorstadt - Isarvorstadt",348.3,"1",2927,"außerstädtisch Zugezogene (deutsch)","Zuzug",107.059253840527
"Mobilitätsziffer","deutsch",2009,"02 Ludwigsvorstadt - Isarvorstadt",362.7,"1",2757,"außerstädtisch Zugezogene (deutsch)","Zuzug",100.8412582297
"Mobilitätsziffer","deutsch",2010,"02 Ludwigsvorstadt - Isarvorstadt",346,"1",2738,"außerstädtisch Zugezogene (deutsch)","Zuzug",100.146305779078
"Mobilitätsziffer","deutsch",2011,"02 Ludwigsvorstadt - Isarvorstadt",328.4,"1",2837,"außerstädtisch Zugezogene (deutsch)","Zuzug",103.767373811266
"Mobilitätsziffer","deutsch",2012,"02 Ludwigsvorstadt - Isarvorstadt",309.5,"1",2619,"außerstädtisch Zugezogene (deutsch)","Zuzug",95.7937088514996
"Mobilitätsziffer","deutsch",2013,"02 Ludwigsvorstadt - Isarvorstadt",301.6,"1",2490,"außerstädtisch Zugezogene (deutsch)","Zuzug",91.0753474762253
"Mobilitätsziffer","deutsch",2014,"02 Ludwigsvorstadt - Isarvorstadt",294.1,"1",2422,"außerstädtisch Zugezogene (deutsch)","Zuzug",88.5881492318947
"Mobilitätsziffer","deutsch",2015,"02 Ludwigsvorstadt - Isarvorstadt",303.6,"1",2551,"außerstädtisch Zugezogene (deutsch)","Zuzug",93.306510607169
"Mobilitätsziffer","deutsch",2016,"02 Ludwigsvorstadt - Isarvorstadt",273.7,"1",2309,"außerstädtisch Zugezogene (deutsch)","Zuzug",84.4550109729334
"Mobilitätsziffer","deutsch",2017,"02 Ludwigsvorstadt - Isarvorstadt",276,"1",2299,"außerstädtisch Zugezogene (deutsch)","Zuzug",84.0892465252378
"Mobilitätsziffer","deutsch",2018,"02 Ludwigsvorstadt - Isarvorstadt",275.3,"1",2362,"außerstädtisch Zugezogene (deutsch)","Zuzug",86.3935625457206
"Mobilitätsziffer","deutsch",2019,"02 Ludwigsvorstadt - Isarvorstadt",267.1,"1",2219,"außerstädtisch Zugezogene (deutsch)","Zuzug",81.1631309436723
"Mobilitätsziffer","deutsch",2020,"02 Ludwigsvorstadt - Isarvorstadt",268.1,"1",1986,"außerstädtisch Zugezogene (deutsch)","Zuzug",72.6408193123628
"Mobilitätsziffer","deutsch",2021,"02 Ludwigsvorstadt - Isarvorstadt",306.8,"1",2209,"außerstädtisch Zugezogene (deutsch)","Zuzug",80.7973664959766
"Mobilitätsziffer","deutsch",2022,"02 Ludwigsvorstadt - Isarvorstadt",271.2,"1",2156,"außerstädtisch Zugezogene (deutsch)","Zuzug",78.8588149231895
"Mobilitätsziffer","deutsch",2023,"02 Ludwigsvorstadt - Isarvorstadt",245,"1",1978,"außerstädtisch Zugezogene (deutsch)","Zuzug",72.3482077542063
"Mobilitätsziffer","deutsch",2024,"02 Ludwigsvorstadt - Isarvorstadt",247.7,"1",2011,"außerstädtisch Zugezogene (deutsch)","Zuzug",73.555230431602
