"Raumbezug","Jahr","Ausprägung","Wert","Index"
"24 Feldmoching - Hasenbergl",2012,"deutsch",3318,81.0652333251893
"24 Feldmoching - Hasenbergl",2013,"deutsch",3320,81.1140972391889
"24 Feldmoching - Hasenbergl",2014,"deutsch",3023,73.8578060102614
"24 Feldmoching - Hasenbergl",2015,"deutsch",3055,74.6396286342536
"24 Feldmoching - Hasenbergl",2016,"deutsch",2961,72.3430246762766
"24 Feldmoching - Hasenbergl",2017,"deutsch",2773,67.7498167603225
"24 Feldmoching - Hasenbergl",2018,"deutsch",2876,70.2663083312973
"24 Feldmoching - Hasenbergl",2019,"deutsch",2812,68.702663083313
"24 Feldmoching - Hasenbergl",2020,"deutsch",2792,68.2140239433179
"24 Feldmoching - Hasenbergl",2021,"deutsch",2996,73.198143171268
"24 Feldmoching - Hasenbergl",2022,"deutsch",2576,62.9367212313706
"24 Feldmoching - Hasenbergl",2023,"deutsch",2615,63.8895675543611
"24 Feldmoching - Hasenbergl",2024,"deutsch",2794,68.2628878573174
"24 Feldmoching - Hasenbergl",2000,"nichtdeutsch",3921,100
"24 Feldmoching - Hasenbergl",2001,"nichtdeutsch",3577,91.226727875542
"24 Feldmoching - Hasenbergl",2002,"nichtdeutsch",3386,86.3555215506248
"24 Feldmoching - Hasenbergl",2003,"nichtdeutsch",3323,84.7487885743433
"24 Feldmoching - Hasenbergl",2004,"nichtdeutsch",3660,93.3435348125478
"24 Feldmoching - Hasenbergl",2005,"nichtdeutsch",3544,90.3851058403469
"24 Feldmoching - Hasenbergl",2006,"nichtdeutsch",3558,90.7421576128539
"24 Feldmoching - Hasenbergl",2007,"nichtdeutsch",3687,94.0321346595256
"24 Feldmoching - Hasenbergl",2008,"nichtdeutsch",3452,88.038765621015
"24 Feldmoching - Hasenbergl",2009,"nichtdeutsch",3281,83.6776332568222
"24 Feldmoching - Hasenbergl",2010,"nichtdeutsch",3771,96.1744452945677
"24 Feldmoching - Hasenbergl",2011,"nichtdeutsch",4006,102.167814333078
"24 Feldmoching - Hasenbergl",2012,"nichtdeutsch",4255,108.518235144096
"24 Feldmoching - Hasenbergl",2013,"nichtdeutsch",4772,121.703647028819
"24 Feldmoching - Hasenbergl",2014,"nichtdeutsch",4574,116.653914817649
"24 Feldmoching - Hasenbergl",2015,"nichtdeutsch",5133,130.910482019893
"24 Feldmoching - Hasenbergl",2016,"nichtdeutsch",5027,128.207090028054
"24 Feldmoching - Hasenbergl",2017,"nichtdeutsch",4441,113.261922978832
"24 Feldmoching - Hasenbergl",2018,"nichtdeutsch",4601,117.342514664626
"24 Feldmoching - Hasenbergl",2019,"nichtdeutsch",4577,116.730425911757
"24 Feldmoching - Hasenbergl",2020,"nichtdeutsch",3895,99.3369038510584
"24 Feldmoching - Hasenbergl",2021,"nichtdeutsch",4373,111.527671512369
"24 Feldmoching - Hasenbergl",2022,"nichtdeutsch",5410,137.975006375924
"24 Feldmoching - Hasenbergl",2023,"nichtdeutsch",4791,122.188217291507
"24 Feldmoching - Hasenbergl",2024,"nichtdeutsch",4854,123.794950267789
"25 Laim",2000,"deutsch",4191,100
"25 Laim",2001,"deutsch",3926,93.6769267477929
"25 Laim",2002,"deutsch",3682,87.854927225006
"25 Laim",2003,"deutsch",3923,93.6053447864471
"25 Laim",2004,"deutsch",4061,96.8981150083512
"25 Laim",2005,"deutsch",4025,96.0391314722023
"25 Laim",2006,"deutsch",4439,105.917442137915
"25 Laim",2007,"deutsch",4463,106.490097828681
"25 Laim",2008,"deutsch",4969,118.563588642329
"25 Laim",2009,"deutsch",4787,114.220949654021
"25 Laim",2010,"deutsch",4723,112.693867811978
"25 Laim",2011,"deutsch",4630,110.47482701026
"25 Laim",2012,"deutsch",4124,98.4013361966118
"25 Laim",2013,"deutsch",3876,92.4838940586972
"25 Laim",2014,"deutsch",3983,95.036984013362
"25 Laim",2015,"deutsch",4135,98.6638033882128
"25 Laim",2016,"deutsch",4062,96.9219756621331
"25 Laim",2017,"deutsch",3734,89.0956812216655
"25 Laim",2018,"deutsch",3645,86.9720830350752
"25 Laim",2019,"deutsch",3733,89.0718205678836
"25 Laim",2020,"deutsch",3524,84.0849439274636
"25 Laim",2021,"deutsch",3826,91.2908613696015
"25 Laim",2022,"deutsch",3524,84.0849439274636
"25 Laim",2023,"deutsch",3182,75.9246003340492
"25 Laim",2024,"deutsch",3347,79.8616082080649
"25 Laim",2000,"nichtdeutsch",2413,100
"25 Laim",2001,"nichtdeutsch",2474,102.527973477
"25 Laim",2002,"nichtdeutsch",2235,92.6232905097389
"25 Laim",2003,"nichtdeutsch",2472,102.445089100705
"25 Laim",2004,"nichtdeutsch",2688,111.396601740572
"25 Laim",2005,"nichtdeutsch",2528,104.765851636966
"25 Laim",2006,"nichtdeutsch",2393,99.1711562370493
"25 Laim",2007,"nichtdeutsch",2612,108.246995441359
"25 Laim",2008,"nichtdeutsch",2583,107.045171985081
"25 Laim",2009,"nichtdeutsch",2652,109.904682967261
"25 Laim",2010,"nichtdeutsch",2856,118.358889349358
"25 Laim",2011,"nichtdeutsch",3198,132.532117695814
"25 Laim",2012,"nichtdeutsch",3163,131.081641110651
"25 Laim",2013,"nichtdeutsch",3506,145.296311645255
"25 Laim",2014,"nichtdeutsch",3547,146.995441359304
"25 Laim",2015,"nichtdeutsch",3842,159.220886862826
"25 Laim",2016,"nichtdeutsch",3861,160.00828843763
"25 Laim",2017,"nichtdeutsch",3924,162.619146290924
"25 Laim",2018,"nichtdeutsch",3705,153.543307086614
"25 Laim",2019,"nichtdeutsch",3757,155.698300870286
"25 Laim",2020,"nichtdeutsch",3192,132.283464566929
"25 Laim",2021,"nichtdeutsch",3734,154.745130542893
"25 Laim",2022,"nichtdeutsch",5065,209.904682967261
"25 Laim",2023,"nichtdeutsch",4059,168.213841690841
"25 Laim",2024,"nichtdeutsch",3799,157.438872772482
