"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","id","Basiswert","Name.Basiswert"
"Mobilitätsziffer","insgesamt",2020,"04 Schwabing - West",293.3,"3",4258,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"04 Schwabing - West",293.3,"4",6050,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"04 Schwabing - West",293.3,"5",68744.9,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"05 Au - Haidhausen",284.4,"1",3736,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"05 Au - Haidhausen",284.4,"2",5267,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"05 Au - Haidhausen",284.4,"3",3466,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"05 Au - Haidhausen",284.4,"4",5133,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"05 Au - Haidhausen",284.4,"5",61889.7,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"06 Sendling",262.9,"1",2063,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"06 Sendling",262.9,"2",3039,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"06 Sendling",262.9,"3",2384,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"06 Sendling",262.9,"4",3292,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"06 Sendling",262.9,"5",41000.4,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"07 Sendling - Westpark",232.5,"1",2862,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"07 Sendling - Westpark",232.5,"2",4070,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"07 Sendling - Westpark",232.5,"3",3064,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"07 Sendling - Westpark",232.5,"4",4040,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"07 Sendling - Westpark",232.5,"5",60376.5,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"08 Schwanthalerhöhe",252.1,"1",1562,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"08 Schwanthalerhöhe",252.1,"2",1941,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"08 Schwanthalerhöhe",252.1,"3",1637,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"08 Schwanthalerhöhe",252.1,"4",2296,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"08 Schwanthalerhöhe",252.1,"5",29495.5,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"09 Neuhausen - Nymphenburg",260.3,"1",5285,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"09 Neuhausen - Nymphenburg",260.3,"2",7298,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"09 Neuhausen - Nymphenburg",260.3,"3",5700,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"09 Neuhausen - Nymphenburg",260.3,"4",7794,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"09 Neuhausen - Nymphenburg",260.3,"5",100165.8,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"10 Moosach",267.3,"1",3083,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"10 Moosach",267.3,"2",4148,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"10 Moosach",267.3,"3",3351,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"10 Moosach",267.3,"4",4061,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"10 Moosach",267.3,"5",54777.8,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"11 Milbertshofen - Am Hart",275.6,"1",4785,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"11 Milbertshofen - Am Hart",275.6,"2",5287,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"11 Milbertshofen - Am Hart",275.6,"3",4880,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"11 Milbertshofen - Am Hart",275.6,"4",6058,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"11 Milbertshofen - Am Hart",275.6,"5",76226.8,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"12 Schwabing - Freimann",434.1,"1",8590,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"12 Schwabing - Freimann",434.1,"2",8343,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"12 Schwabing - Freimann",434.1,"3",7896,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"12 Schwabing - Freimann",434.1,"4",9337,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"12 Schwabing - Freimann",434.1,"5",78712.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"13 Bogenhausen",244.5,"1",4744,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"13 Bogenhausen",244.5,"2",7152,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"13 Bogenhausen",244.5,"3",4778,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"13 Bogenhausen",244.5,"4",5557,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"13 Bogenhausen",244.5,"5",90924.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"14 Berg am Laim",218.8,"1",2151,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"14 Berg am Laim",218.8,"2",2848,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"14 Berg am Laim",218.8,"3",2362,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"14 Berg am Laim",218.8,"4",2931,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"14 Berg am Laim",218.8,"5",47033.6,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"15 Trudering - Riem",220.5,"1",3610,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"15 Trudering - Riem",220.5,"2",4888,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"15 Trudering - Riem",220.5,"3",4063,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"15 Trudering - Riem",220.5,"4",3725,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"15 Trudering - Riem",220.5,"5",73846.9,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"16 Ramersdorf - Perlach",205.9,"1",5288,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"16 Ramersdorf - Perlach",205.9,"2",6902,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"16 Ramersdorf - Perlach",205.9,"3",5691,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"16 Ramersdorf - Perlach",205.9,"4",6454,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"16 Ramersdorf - Perlach",205.9,"5",118204.4,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"17 Obergiesing - Fasangarten",267.9,"1",3248,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"17 Obergiesing - Fasangarten",267.9,"2",3597,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"17 Obergiesing - Fasangarten",267.9,"3",3634,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"17 Obergiesing - Fasangarten",267.9,"4",4050,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"17 Obergiesing - Fasangarten",267.9,"5",54223.6,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"18 Untergiesing - Harlaching",257.5,"1",2693,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"18 Untergiesing - Harlaching",257.5,"2",3927,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"18 Untergiesing - Harlaching",257.5,"3",2977,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"18 Untergiesing - Harlaching",257.5,"4",4083,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"18 Untergiesing - Harlaching",257.5,"5",53124.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",259.2,"1",5373,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",259.2,"2",7721,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",259.2,"3",5703,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",259.2,"4",6588,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",259.2,"5",97920.9,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"20 Hadern",223.1,"1",2403,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"20 Hadern",223.1,"2",2987,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"20 Hadern",223.1,"3",2731,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"20 Hadern",223.1,"4",3032,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"20 Hadern",223.1,"5",49997.8,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"21 Pasing - Obermenzing",249.3,"1",4353,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"21 Pasing - Obermenzing",249.3,"2",5615,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"21 Pasing - Obermenzing",249.3,"3",4361,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"21 Pasing - Obermenzing",249.3,"4",4827,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"21 Pasing - Obermenzing",249.3,"5",76837,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"22 Aubing - Lochhausen - Langwied",247.2,"1",2976,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"22 Aubing - Lochhausen - Langwied",247.2,"2",3575,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"22 Aubing - Lochhausen - Langwied",247.2,"3",3048,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"22 Aubing - Lochhausen - Langwied",247.2,"4",2643,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"22 Aubing - Lochhausen - Langwied",247.2,"5",49517.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"23 Allach - Untermenzing",246.1,"1",1757,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"23 Allach - Untermenzing",246.1,"2",2108,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"23 Allach - Untermenzing",246.1,"3",2500,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"23 Allach - Untermenzing",246.1,"4",1980,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"23 Allach - Untermenzing",246.1,"5",33908.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"24 Feldmoching - Hasenbergl",215.4,"1",2846,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"24 Feldmoching - Hasenbergl",215.4,"2",3841,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"24 Feldmoching - Hasenbergl",215.4,"3",3096,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"24 Feldmoching - Hasenbergl",215.4,"4",3600,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"24 Feldmoching - Hasenbergl",215.4,"5",62130.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"25 Laim",245.2,"1",2932,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"25 Laim",245.2,"2",3784,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"25 Laim",245.2,"3",3062,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"25 Laim",245.2,"4",4168,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2020,"25 Laim",245.2,"5",56883.7,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"Stadt München",280,"1",110801,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"Stadt München",280,"2",111661,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"Stadt München",280,"3",99961,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"Stadt München",280,"4",111661,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"Stadt München",280,"5",1550235.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"01 Altstadt - Lehel",325.8,"1",1803,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"01 Altstadt - Lehel",325.8,"2",1575,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"01 Altstadt - Lehel",325.8,"3",1584,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"01 Altstadt - Lehel",325.8,"4",1898,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"01 Altstadt - Lehel",325.8,"5",21055.1,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"02 Ludwigsvorstadt - Isarvorstadt",363.6,"1",5103,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"02 Ludwigsvorstadt - Isarvorstadt",363.6,"2",4192,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"02 Ludwigsvorstadt - Isarvorstadt",363.6,"3",4221,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"02 Ludwigsvorstadt - Isarvorstadt",363.6,"4",5269,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"02 Ludwigsvorstadt - Isarvorstadt",363.6,"5",51671,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"03 Maxvorstadt",374,"1",5249,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"03 Maxvorstadt",374,"2",4402,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"03 Maxvorstadt",374,"3",4181,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"03 Maxvorstadt",374,"4",5435,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"03 Maxvorstadt",374,"5",51511.6,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"04 Schwabing - West",295.5,"1",4990,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"04 Schwabing - West",295.5,"2",5223,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"04 Schwabing - West",295.5,"3",4237,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"04 Schwabing - West",295.5,"4",5836,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"04 Schwabing - West",295.5,"5",68643.9,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"05 Au - Haidhausen",283.1,"1",4201,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"05 Au - Haidhausen",283.1,"2",4469,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"05 Au - Haidhausen",283.1,"3",3787,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"05 Au - Haidhausen",283.1,"4",4971,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"05 Au - Haidhausen",283.1,"5",61560.4,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"06 Sendling",275.4,"1",2638,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"06 Sendling",275.4,"2",3013,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"06 Sendling",275.4,"3",2448,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"06 Sendling",275.4,"4",3205,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"06 Sendling",275.4,"5",41049.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"07 Sendling - Westpark",248.9,"1",3698,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"07 Sendling - Westpark",248.9,"2",4115,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"07 Sendling - Westpark",248.9,"3",3197,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"07 Sendling - Westpark",248.9,"4",3924,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"07 Sendling - Westpark",248.9,"5",59989.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"08 Schwanthalerhöhe",287.7,"1",2063,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"08 Schwanthalerhöhe",287.7,"2",2016,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"08 Schwanthalerhöhe",287.7,"3",2139,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"08 Schwanthalerhöhe",287.7,"4",2317,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"08 Schwanthalerhöhe",287.7,"5",29666.8,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"09 Neuhausen - Nymphenburg",284.2,"1",7111,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"09 Neuhausen - Nymphenburg",284.2,"2",7480,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"09 Neuhausen - Nymphenburg",284.2,"3",6187,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"09 Neuhausen - Nymphenburg",284.2,"4",7515,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"09 Neuhausen - Nymphenburg",284.2,"5",99561.3,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"10 Moosach",275.5,"1",3932,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"10 Moosach",275.5,"2",3790,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"10 Moosach",275.5,"3",3389,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"10 Moosach",275.5,"4",3954,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"10 Moosach",275.5,"5",54687.5,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"11 Milbertshofen - Am Hart",322.3,"1",6620,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"11 Milbertshofen - Am Hart",322.3,"2",6113,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"11 Milbertshofen - Am Hart",322.3,"3",5471,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"11 Milbertshofen - Am Hart",322.3,"4",6212,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"11 Milbertshofen - Am Hart",322.3,"5",75746.8,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"12 Schwabing - Freimann",385.4,"1",8574,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"12 Schwabing - Freimann",385.4,"2",6451,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"12 Schwabing - Freimann",385.4,"3",7918,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"12 Schwabing - Freimann",385.4,"4",7129,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"12 Schwabing - Freimann",385.4,"5",78034.9,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"13 Bogenhausen",255.1,"1",5859,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"13 Bogenhausen",255.1,"2",6316,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"13 Bogenhausen",255.1,"3",5144,"außerstädtisch Weggezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"13 Bogenhausen",255.1,"4",5359,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"13 Bogenhausen",255.1,"5",88889.7,"mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"14 Berg am Laim",247.1,"1",2740,"außerstädtisch Zugezogene (insgesamt)"
"Mobilitätsziffer","insgesamt",2019,"14 Berg am Laim",247.1,"2",3355,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)"
