"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","id","Basiswert","Name.Basiswert"
"Mobilitätsziffer","nichtdeutsch",2021,"08 Schwanthalerhöhe",362.7,"5",9334.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"09 Neuhausen - Nymphenburg",445.6,"1",3025,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"09 Neuhausen - Nymphenburg",445.6,"2",2804,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"09 Neuhausen - Nymphenburg",445.6,"3",2396,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"09 Neuhausen - Nymphenburg",445.6,"4",2781,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"09 Neuhausen - Nymphenburg",445.6,"5",24697.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"10 Moosach",485.2,"1",2584,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"10 Moosach",485.2,"2",2048,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"10 Moosach",485.2,"3",1779,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"10 Moosach",485.2,"4",2312,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"10 Moosach",485.2,"5",17978.2,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"11 Milbertshofen - Am Hart",462.5,"1",4118,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"11 Milbertshofen - Am Hart",462.5,"2",3555,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"11 Milbertshofen - Am Hart",462.5,"3",3306,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"11 Milbertshofen - Am Hart",462.5,"4",3598,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"11 Milbertshofen - Am Hart",462.5,"5",31520,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"12 Schwabing - Freimann",1328.4,"1",8380,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"12 Schwabing - Freimann",1328.4,"2",7510,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"12 Schwabing - Freimann",1328.4,"3",7230,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"12 Schwabing - Freimann",1328.4,"4",8735,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"12 Schwabing - Freimann",1328.4,"5",23980.8,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"13 Bogenhausen",458.4,"1",3147,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"13 Bogenhausen",458.4,"2",2780,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"13 Bogenhausen",458.4,"3",2528,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"13 Bogenhausen",458.4,"4",2272,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"13 Bogenhausen",458.4,"5",23399.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"14 Berg am Laim",391.8,"1",1606,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"14 Berg am Laim",391.8,"2",1644,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"14 Berg am Laim",391.8,"3",1382,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"14 Berg am Laim",391.8,"4",1451,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"14 Berg am Laim",391.8,"5",15527.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"15 Trudering - Riem",501.6,"1",2447,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"15 Trudering - Riem",501.6,"2",2189,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"15 Trudering - Riem",501.6,"3",2377,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"15 Trudering - Riem",501.6,"4",1901,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"15 Trudering - Riem",501.6,"5",17772.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"16 Ramersdorf - Perlach",362.7,"1",4010,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"16 Ramersdorf - Perlach",362.7,"2",3874,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"16 Ramersdorf - Perlach",362.7,"3",3360,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"16 Ramersdorf - Perlach",362.7,"4",3587,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"16 Ramersdorf - Perlach",362.7,"5",40895.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"17 Obergiesing - Fasangarten",469.9,"1",2193,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"17 Obergiesing - Fasangarten",469.9,"2",1751,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"17 Obergiesing - Fasangarten",469.9,"3",2074,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"17 Obergiesing - Fasangarten",469.9,"4",1827,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"17 Obergiesing - Fasangarten",469.9,"5",16695.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"18 Untergiesing - Harlaching",472.8,"1",1540,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"18 Untergiesing - Harlaching",472.8,"2",1581,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"18 Untergiesing - Harlaching",472.8,"3",1349,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"18 Untergiesing - Harlaching",472.8,"4",1567,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"18 Untergiesing - Harlaching",472.8,"5",12767.4,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",470.6,"1",3713,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",470.6,"2",3377,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",470.6,"3",2931,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",470.6,"4",3164,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",470.6,"5",28017.9,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"20 Hadern",467.8,"1",1874,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"20 Hadern",467.8,"2",1920,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"20 Hadern",467.8,"3",1329,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"20 Hadern",467.8,"4",1590,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"20 Hadern",467.8,"5",14350.7,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"21 Pasing - Obermenzing",506.9,"1",2515,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"21 Pasing - Obermenzing",506.9,"2",2454,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"21 Pasing - Obermenzing",506.9,"3",2325,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"21 Pasing - Obermenzing",506.9,"4",2241,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"21 Pasing - Obermenzing",506.9,"5",18808.7,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"22 Aubing - Lochhausen - Langwied",456.9,"1",1989,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"22 Aubing - Lochhausen - Langwied",456.9,"2",1955,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"22 Aubing - Lochhausen - Langwied",456.9,"3",1603,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"22 Aubing - Lochhausen - Langwied",456.9,"4",1394,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"22 Aubing - Lochhausen - Langwied",456.9,"5",15190.7,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"23 Allach - Untermenzing",542.1,"1",1279,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"23 Allach - Untermenzing",542.1,"2",1116,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"23 Allach - Untermenzing",542.1,"3",1110,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"23 Allach - Untermenzing",542.1,"4",904,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"23 Allach - Untermenzing",542.1,"5",8133.2,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"24 Feldmoching - Hasenbergl",411.5,"1",2271,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"24 Feldmoching - Hasenbergl",411.5,"2",2102,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"24 Feldmoching - Hasenbergl",411.5,"3",2051,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"24 Feldmoching - Hasenbergl",411.5,"4",2013,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"24 Feldmoching - Hasenbergl",411.5,"5",20504,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"25 Laim",453.5,"1",1846,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"25 Laim",453.5,"2",1888,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"25 Laim",453.5,"3",1557,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"25 Laim",453.5,"4",2117,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2021,"25 Laim",453.5,"5",16334.8,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"Stadt München",436.7,"1",50135,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"Stadt München",436.7,"2",49919,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"Stadt München",436.7,"3",44213,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"Stadt München",436.7,"4",49919,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"Stadt München",436.7,"5",444632.5,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"01 Altstadt - Lehel",460.6,"1",675,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"01 Altstadt - Lehel",460.6,"2",508,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"01 Altstadt - Lehel",460.6,"3",696,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"01 Altstadt - Lehel",460.6,"4",607,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"01 Altstadt - Lehel",460.6,"5",5397.5,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"02 Ludwigsvorstadt - Isarvorstadt",502.5,"1",1972,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"02 Ludwigsvorstadt - Isarvorstadt",502.5,"2",1654,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"02 Ludwigsvorstadt - Isarvorstadt",502.5,"3",1648,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"02 Ludwigsvorstadt - Isarvorstadt",502.5,"4",2048,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"02 Ludwigsvorstadt - Isarvorstadt",502.5,"5",14571.2,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"03 Maxvorstadt",534.9,"1",1979,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"03 Maxvorstadt",534.9,"2",1597,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"03 Maxvorstadt",534.9,"3",1599,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"03 Maxvorstadt",534.9,"4",1885,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"03 Maxvorstadt",534.9,"5",13199.4,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"04 Schwabing - West",491.8,"1",1900,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"04 Schwabing - West",491.8,"2",2061,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"04 Schwabing - West",491.8,"3",1659,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"04 Schwabing - West",491.8,"4",2077,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"04 Schwabing - West",491.8,"5",15651.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"05 Au - Haidhausen",431,"1",1628,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"05 Au - Haidhausen",431,"2",1700,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"05 Au - Haidhausen",431,"3",1251,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"05 Au - Haidhausen",431,"4",1701,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"05 Au - Haidhausen",431,"5",14571,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"06 Sendling",375.7,"1",927,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"06 Sendling",375.7,"2",1127,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"06 Sendling",375.7,"3",904,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"06 Sendling",375.7,"4",1196,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"06 Sendling",375.7,"5",11055.4,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"07 Sendling - Westpark",343.6,"1",1475,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"07 Sendling - Westpark",343.6,"2",1698,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"07 Sendling - Westpark",343.6,"3",1254,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"07 Sendling - Westpark",343.6,"4",1655,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"07 Sendling - Westpark",343.6,"5",17701,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"08 Schwanthalerhöhe",309.7,"1",738,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"08 Schwanthalerhöhe",309.7,"2",714,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"08 Schwanthalerhöhe",309.7,"3",672,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"08 Schwanthalerhöhe",309.7,"4",841,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"08 Schwanthalerhöhe",309.7,"5",9574.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"09 Neuhausen - Nymphenburg",408,"1",2521,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"09 Neuhausen - Nymphenburg",408,"2",2585,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"09 Neuhausen - Nymphenburg",408,"3",2253,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"09 Neuhausen - Nymphenburg",408,"4",2788,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"09 Neuhausen - Nymphenburg",408,"5",24868,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"10 Moosach",429.4,"1",1849,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"10 Moosach",429.4,"2",2017,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"10 Moosach",429.4,"3",1714,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"10 Moosach",429.4,"4",1984,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"10 Moosach",429.4,"5",17617,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"11 Milbertshofen - Am Hart",386.1,"1",3109,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"11 Milbertshofen - Am Hart",386.1,"2",2990,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"11 Milbertshofen - Am Hart",386.1,"3",2787,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"11 Milbertshofen - Am Hart",386.1,"4",3228,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"11 Milbertshofen - Am Hart",386.1,"5",31375,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"12 Schwabing - Freimann",950.4,"1",6106,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"12 Schwabing - Freimann",950.4,"2",5342,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"12 Schwabing - Freimann",950.4,"3",5168,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"12 Schwabing - Freimann",950.4,"4",5758,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"12 Schwabing - Freimann",950.4,"5",23540.8,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"13 Bogenhausen",407.5,"1",2418,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"13 Bogenhausen",407.5,"2",2659,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"13 Bogenhausen",407.5,"3",2066,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"13 Bogenhausen",407.5,"4",2107,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"13 Bogenhausen",407.5,"5",22700.9,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"14 Berg am Laim",323,"1",1245,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"14 Berg am Laim",323,"2",1363,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"14 Berg am Laim",323,"3",1107,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"14 Berg am Laim",323,"4",1263,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"14 Berg am Laim",323,"5",15410.5,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"15 Trudering - Riem",427.3,"1",1992,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"15 Trudering - Riem",427.3,"2",2074,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"15 Trudering - Riem",427.3,"3",1799,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"15 Trudering - Riem",427.3,"4",1561,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"15 Trudering - Riem",427.3,"5",17379.5,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2020,"16 Ramersdorf - Perlach",310.4,"1",3224,"außerstädtisch Zugezogene (nichtdeutsch)"
