"Anfangsbezirk_Nr","Jahr","Anfangsbezirk","Umzugsbezirk","Anzahl"
"16",2005,"16 Ramersdorf - Perlach","16 Ramersdorf - Perlach",2452
"16",2005,"16 Ramersdorf - Perlach","17 Obergiesing - Fasangarten",389
"16",2005,"16 Ramersdorf - Perlach","18 Untergiesing - Harlaching",292
"16",2005,"16 Ramersdorf - Perlach","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",220
"16",2005,"16 Ramersdorf - Perlach","20 Hadern",120
"16",2005,"16 Ramersdorf - Perlach","21 Pasing - Obermenzing",143
"16",2005,"16 Ramersdorf - Perlach","22 Aubing - Lochhausen - Langwied",92
"16",2005,"16 Ramersdorf - Perlach","23 Allach - Untermenzing",59
"16",2005,"16 Ramersdorf - Perlach","24 Feldmoching - Hasenbergl",113
"16",2005,"16 Ramersdorf - Perlach","25 Laim",114
"17",2005,"17 Obergiesing - Fasangarten","01 Altstadt - Lehel",43
"17",2005,"17 Obergiesing - Fasangarten","02 Ludwigsvorstadt - Isarvorstadt",140
"17",2005,"17 Obergiesing - Fasangarten","03 Maxvorstadt",105
"17",2005,"17 Obergiesing - Fasangarten","04 Schwabing - West",102
"17",2005,"17 Obergiesing - Fasangarten","05 Au - Haidhausen",215
"17",2005,"17 Obergiesing - Fasangarten","06 Sendling",110
"17",2005,"17 Obergiesing - Fasangarten","07 Sendling - Westpark",118
"17",2005,"17 Obergiesing - Fasangarten","08 Schwanthalerhöhe",73
"17",2005,"17 Obergiesing - Fasangarten","09 Neuhausen - Nymphenburg",140
"17",2005,"17 Obergiesing - Fasangarten","10 Moosach",88
"17",2005,"17 Obergiesing - Fasangarten","11 Milbertshofen - Am Hart",150
"17",2005,"17 Obergiesing - Fasangarten","12 Schwabing - Freimann",122
"17",2005,"17 Obergiesing - Fasangarten","13 Bogenhausen",125
"17",2005,"17 Obergiesing - Fasangarten","14 Berg am Laim",173
"17",2005,"17 Obergiesing - Fasangarten","15 Trudering - Riem",205
"17",2005,"17 Obergiesing - Fasangarten","16 Ramersdorf - Perlach",443
"17",2005,"17 Obergiesing - Fasangarten","17 Obergiesing - Fasangarten",995
"17",2005,"17 Obergiesing - Fasangarten","18 Untergiesing - Harlaching",303
"17",2005,"17 Obergiesing - Fasangarten","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",166
"17",2005,"17 Obergiesing - Fasangarten","20 Hadern",86
"17",2005,"17 Obergiesing - Fasangarten","21 Pasing - Obermenzing",80
"17",2005,"17 Obergiesing - Fasangarten","22 Aubing - Lochhausen - Langwied",47
"17",2005,"17 Obergiesing - Fasangarten","23 Allach - Untermenzing",13
"17",2005,"17 Obergiesing - Fasangarten","24 Feldmoching - Hasenbergl",55
"17",2005,"17 Obergiesing - Fasangarten","25 Laim",106
"18",2005,"18 Untergiesing - Harlaching","01 Altstadt - Lehel",55
"18",2005,"18 Untergiesing - Harlaching","02 Ludwigsvorstadt - Isarvorstadt",223
"18",2005,"18 Untergiesing - Harlaching","03 Maxvorstadt",110
"18",2005,"18 Untergiesing - Harlaching","04 Schwabing - West",101
"18",2005,"18 Untergiesing - Harlaching","05 Au - Haidhausen",236
"18",2005,"18 Untergiesing - Harlaching","06 Sendling",170
"18",2005,"18 Untergiesing - Harlaching","07 Sendling - Westpark",155
"18",2005,"18 Untergiesing - Harlaching","08 Schwanthalerhöhe",79
"18",2005,"18 Untergiesing - Harlaching","09 Neuhausen - Nymphenburg",168
"18",2005,"18 Untergiesing - Harlaching","10 Moosach",79
"18",2005,"18 Untergiesing - Harlaching","11 Milbertshofen - Am Hart",153
"18",2005,"18 Untergiesing - Harlaching","12 Schwabing - Freimann",90
"18",2005,"18 Untergiesing - Harlaching","13 Bogenhausen",136
"18",2005,"18 Untergiesing - Harlaching","14 Berg am Laim",88
"18",2005,"18 Untergiesing - Harlaching","15 Trudering - Riem",130
"18",2005,"18 Untergiesing - Harlaching","16 Ramersdorf - Perlach",308
"18",2005,"18 Untergiesing - Harlaching","17 Obergiesing - Fasangarten",462
"18",2005,"18 Untergiesing - Harlaching","18 Untergiesing - Harlaching",1135
"18",2005,"18 Untergiesing - Harlaching","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",224
"18",2005,"18 Untergiesing - Harlaching","20 Hadern",54
"18",2005,"18 Untergiesing - Harlaching","21 Pasing - Obermenzing",102
"18",2005,"18 Untergiesing - Harlaching","22 Aubing - Lochhausen - Langwied",84
"18",2005,"18 Untergiesing - Harlaching","23 Allach - Untermenzing",56
"18",2005,"18 Untergiesing - Harlaching","24 Feldmoching - Hasenbergl",73
"18",2005,"18 Untergiesing - Harlaching","25 Laim",98
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","01 Altstadt - Lehel",53
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","02 Ludwigsvorstadt - Isarvorstadt",215
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","03 Maxvorstadt",110
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","04 Schwabing - West",130
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","05 Au - Haidhausen",185
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","06 Sendling",290
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","07 Sendling - Westpark",353
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","08 Schwanthalerhöhe",96
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","09 Neuhausen - Nymphenburg",224
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","10 Moosach",115
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","11 Milbertshofen - Am Hart",210
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","12 Schwabing - Freimann",130
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","13 Bogenhausen",144
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","14 Berg am Laim",110
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","15 Trudering - Riem",187
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","16 Ramersdorf - Perlach",293
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","17 Obergiesing - Fasangarten",142
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","18 Untergiesing - Harlaching",178
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2074
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","20 Hadern",306
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","21 Pasing - Obermenzing",200
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","22 Aubing - Lochhausen - Langwied",88
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","23 Allach - Untermenzing",71
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","24 Feldmoching - Hasenbergl",159
"19",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","25 Laim",136
"20",2005,"20 Hadern","01 Altstadt - Lehel",19
"20",2005,"20 Hadern","02 Ludwigsvorstadt - Isarvorstadt",75
"20",2005,"20 Hadern","03 Maxvorstadt",55
"20",2005,"20 Hadern","04 Schwabing - West",58
"20",2005,"20 Hadern","05 Au - Haidhausen",62
"20",2005,"20 Hadern","06 Sendling",79
"20",2005,"20 Hadern","07 Sendling - Westpark",203
"20",2005,"20 Hadern","08 Schwanthalerhöhe",63
"20",2005,"20 Hadern","09 Neuhausen - Nymphenburg",124
"20",2005,"20 Hadern","10 Moosach",35
"20",2005,"20 Hadern","11 Milbertshofen - Am Hart",108
"20",2005,"20 Hadern","12 Schwabing - Freimann",83
"20",2005,"20 Hadern","13 Bogenhausen",38
"20",2005,"20 Hadern","14 Berg am Laim",52
"20",2005,"20 Hadern","15 Trudering - Riem",41
"20",2005,"20 Hadern","16 Ramersdorf - Perlach",101
"20",2005,"20 Hadern","17 Obergiesing - Fasangarten",66
"20",2005,"20 Hadern","18 Untergiesing - Harlaching",65
"20",2005,"20 Hadern","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",262
"20",2005,"20 Hadern","20 Hadern",1024
"20",2005,"20 Hadern","21 Pasing - Obermenzing",132
"20",2005,"20 Hadern","22 Aubing - Lochhausen - Langwied",66
"20",2005,"20 Hadern","23 Allach - Untermenzing",21
"20",2005,"20 Hadern","24 Feldmoching - Hasenbergl",40
"20",2005,"20 Hadern","25 Laim",175
"21",2005,"21 Pasing - Obermenzing","01 Altstadt - Lehel",33
"21",2005,"21 Pasing - Obermenzing","02 Ludwigsvorstadt - Isarvorstadt",111
"21",2005,"21 Pasing - Obermenzing","03 Maxvorstadt",114
"21",2005,"21 Pasing - Obermenzing","04 Schwabing - West",116
"21",2005,"21 Pasing - Obermenzing","05 Au - Haidhausen",95
"21",2005,"21 Pasing - Obermenzing","06 Sendling",50
"21",2005,"21 Pasing - Obermenzing","07 Sendling - Westpark",107
"21",2005,"21 Pasing - Obermenzing","08 Schwanthalerhöhe",91
"21",2005,"21 Pasing - Obermenzing","09 Neuhausen - Nymphenburg",259
"21",2005,"21 Pasing - Obermenzing","10 Moosach",139
"21",2005,"21 Pasing - Obermenzing","11 Milbertshofen - Am Hart",147
"21",2005,"21 Pasing - Obermenzing","12 Schwabing - Freimann",137
"21",2005,"21 Pasing - Obermenzing","13 Bogenhausen",81
"21",2005,"21 Pasing - Obermenzing","14 Berg am Laim",89
"21",2005,"21 Pasing - Obermenzing","15 Trudering - Riem",95
"21",2005,"21 Pasing - Obermenzing","16 Ramersdorf - Perlach",157
"21",2005,"21 Pasing - Obermenzing","17 Obergiesing - Fasangarten",106
"21",2005,"21 Pasing - Obermenzing","18 Untergiesing - Harlaching",90
"21",2005,"21 Pasing - Obermenzing","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",164
"21",2005,"21 Pasing - Obermenzing","20 Hadern",127
"21",2005,"21 Pasing - Obermenzing","21 Pasing - Obermenzing",1432
"21",2005,"21 Pasing - Obermenzing","22 Aubing - Lochhausen - Langwied",308
"21",2005,"21 Pasing - Obermenzing","23 Allach - Untermenzing",215
"21",2005,"21 Pasing - Obermenzing","24 Feldmoching - Hasenbergl",110
"21",2005,"21 Pasing - Obermenzing","25 Laim",299
"22",2005,"22 Aubing - Lochhausen - Langwied","01 Altstadt - Lehel",30
"22",2005,"22 Aubing - Lochhausen - Langwied","02 Ludwigsvorstadt - Isarvorstadt",38
"22",2005,"22 Aubing - Lochhausen - Langwied","03 Maxvorstadt",47
"22",2005,"22 Aubing - Lochhausen - Langwied","04 Schwabing - West",47
"22",2005,"22 Aubing - Lochhausen - Langwied","05 Au - Haidhausen",39
"22",2005,"22 Aubing - Lochhausen - Langwied","06 Sendling",42
"22",2005,"22 Aubing - Lochhausen - Langwied","07 Sendling - Westpark",53
"22",2005,"22 Aubing - Lochhausen - Langwied","08 Schwanthalerhöhe",53
"22",2005,"22 Aubing - Lochhausen - Langwied","09 Neuhausen - Nymphenburg",88
"22",2005,"22 Aubing - Lochhausen - Langwied","10 Moosach",52
"22",2005,"22 Aubing - Lochhausen - Langwied","11 Milbertshofen - Am Hart",71
"22",2005,"22 Aubing - Lochhausen - Langwied","12 Schwabing - Freimann",36
"22",2005,"22 Aubing - Lochhausen - Langwied","13 Bogenhausen",48
"22",2005,"22 Aubing - Lochhausen - Langwied","14 Berg am Laim",48
"22",2005,"22 Aubing - Lochhausen - Langwied","15 Trudering - Riem",68
"22",2005,"22 Aubing - Lochhausen - Langwied","16 Ramersdorf - Perlach",116
"22",2005,"22 Aubing - Lochhausen - Langwied","17 Obergiesing - Fasangarten",52
"22",2005,"22 Aubing - Lochhausen - Langwied","18 Untergiesing - Harlaching",49
"22",2005,"22 Aubing - Lochhausen - Langwied","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",71
"22",2005,"22 Aubing - Lochhausen - Langwied","20 Hadern",70
"22",2005,"22 Aubing - Lochhausen - Langwied","21 Pasing - Obermenzing",262
"22",2005,"22 Aubing - Lochhausen - Langwied","22 Aubing - Lochhausen - Langwied",783
"22",2005,"22 Aubing - Lochhausen - Langwied","23 Allach - Untermenzing",96
"22",2005,"22 Aubing - Lochhausen - Langwied","24 Feldmoching - Hasenbergl",55
"22",2005,"22 Aubing - Lochhausen - Langwied","25 Laim",105
"23",2005,"23 Allach - Untermenzing","01 Altstadt - Lehel",4
"23",2005,"23 Allach - Untermenzing","02 Ludwigsvorstadt - Isarvorstadt",58
"23",2005,"23 Allach - Untermenzing","03 Maxvorstadt",52
"23",2005,"23 Allach - Untermenzing","04 Schwabing - West",60
"23",2005,"23 Allach - Untermenzing","05 Au - Haidhausen",20
"23",2005,"23 Allach - Untermenzing","06 Sendling",22
"23",2005,"23 Allach - Untermenzing","07 Sendling - Westpark",27
"23",2005,"23 Allach - Untermenzing","08 Schwanthalerhöhe",23
"23",2005,"23 Allach - Untermenzing","09 Neuhausen - Nymphenburg",91
"23",2005,"23 Allach - Untermenzing","10 Moosach",106
"23",2005,"23 Allach - Untermenzing","11 Milbertshofen - Am Hart",64
"23",2005,"23 Allach - Untermenzing","12 Schwabing - Freimann",43
"23",2005,"23 Allach - Untermenzing","13 Bogenhausen",22
"23",2005,"23 Allach - Untermenzing","14 Berg am Laim",35
"23",2005,"23 Allach - Untermenzing","15 Trudering - Riem",22
"23",2005,"23 Allach - Untermenzing","16 Ramersdorf - Perlach",45
"23",2005,"23 Allach - Untermenzing","17 Obergiesing - Fasangarten",24
"23",2005,"23 Allach - Untermenzing","18 Untergiesing - Harlaching",28
"23",2005,"23 Allach - Untermenzing","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",42
"23",2005,"23 Allach - Untermenzing","20 Hadern",12
"23",2005,"23 Allach - Untermenzing","21 Pasing - Obermenzing",187
"23",2005,"23 Allach - Untermenzing","22 Aubing - Lochhausen - Langwied",76
"23",2005,"23 Allach - Untermenzing","23 Allach - Untermenzing",545
"23",2005,"23 Allach - Untermenzing","24 Feldmoching - Hasenbergl",45
"23",2005,"23 Allach - Untermenzing","25 Laim",44
"24",2005,"24 Feldmoching - Hasenbergl","01 Altstadt - Lehel",20
"24",2005,"24 Feldmoching - Hasenbergl","02 Ludwigsvorstadt - Isarvorstadt",64
"24",2005,"24 Feldmoching - Hasenbergl","03 Maxvorstadt",65
"24",2005,"24 Feldmoching - Hasenbergl","04 Schwabing - West",130
"24",2005,"24 Feldmoching - Hasenbergl","05 Au - Haidhausen",49
"24",2005,"24 Feldmoching - Hasenbergl","06 Sendling",50
"24",2005,"24 Feldmoching - Hasenbergl","07 Sendling - Westpark",58
"24",2005,"24 Feldmoching - Hasenbergl","08 Schwanthalerhöhe",51
"24",2005,"24 Feldmoching - Hasenbergl","09 Neuhausen - Nymphenburg",95
"24",2005,"24 Feldmoching - Hasenbergl","10 Moosach",234
"24",2005,"24 Feldmoching - Hasenbergl","11 Milbertshofen - Am Hart",515
"24",2005,"24 Feldmoching - Hasenbergl","12 Schwabing - Freimann",177
"24",2005,"24 Feldmoching - Hasenbergl","13 Bogenhausen",80
"24",2005,"24 Feldmoching - Hasenbergl","14 Berg am Laim",50
"24",2005,"24 Feldmoching - Hasenbergl","15 Trudering - Riem",73
"24",2005,"24 Feldmoching - Hasenbergl","16 Ramersdorf - Perlach",140
"24",2005,"24 Feldmoching - Hasenbergl","17 Obergiesing - Fasangarten",74
"24",2005,"24 Feldmoching - Hasenbergl","18 Untergiesing - Harlaching",64
"24",2005,"24 Feldmoching - Hasenbergl","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",83
"24",2005,"24 Feldmoching - Hasenbergl","20 Hadern",54
"24",2005,"24 Feldmoching - Hasenbergl","21 Pasing - Obermenzing",80
"24",2005,"24 Feldmoching - Hasenbergl","22 Aubing - Lochhausen - Langwied",41
"24",2005,"24 Feldmoching - Hasenbergl","23 Allach - Untermenzing",63
"24",2005,"24 Feldmoching - Hasenbergl","24 Feldmoching - Hasenbergl",1291
"24",2005,"24 Feldmoching - Hasenbergl","25 Laim",97
"25",2005,"25 Laim","01 Altstadt - Lehel",23
"25",2005,"25 Laim","02 Ludwigsvorstadt - Isarvorstadt",99
"25",2005,"25 Laim","03 Maxvorstadt",86
"25",2005,"25 Laim","04 Schwabing - West",115
"25",2005,"25 Laim","05 Au - Haidhausen",99
"25",2005,"25 Laim","06 Sendling",111
"25",2005,"25 Laim","07 Sendling - Westpark",185
"25",2005,"25 Laim","08 Schwanthalerhöhe",137
"25",2005,"25 Laim","09 Neuhausen - Nymphenburg",284
"25",2005,"25 Laim","10 Moosach",94
"25",2005,"25 Laim","11 Milbertshofen - Am Hart",159
"25",2005,"25 Laim","12 Schwabing - Freimann",76
"25",2005,"25 Laim","13 Bogenhausen",97
"25",2005,"25 Laim","14 Berg am Laim",63
"25",2005,"25 Laim","15 Trudering - Riem",95
"25",2005,"25 Laim","16 Ramersdorf - Perlach",176
"25",2005,"25 Laim","17 Obergiesing - Fasangarten",113
"25",2005,"25 Laim","18 Untergiesing - Harlaching",86
"25",2005,"25 Laim","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",219
"25",2005,"25 Laim","20 Hadern",226
"25",2005,"25 Laim","21 Pasing - Obermenzing",302
"25",2005,"25 Laim","22 Aubing - Lochhausen - Langwied",134
"25",2005,"25 Laim","23 Allach - Untermenzing",54
"25",2005,"25 Laim","24 Feldmoching - Hasenbergl",67
"25",2005,"25 Laim","25 Laim",1008
"1",2006,"01 Altstadt - Lehel","01 Altstadt - Lehel",313
"1",2006,"01 Altstadt - Lehel","02 Ludwigsvorstadt - Isarvorstadt",192
"1",2006,"01 Altstadt - Lehel","03 Maxvorstadt",107
"1",2006,"01 Altstadt - Lehel","04 Schwabing - West",90
"1",2006,"01 Altstadt - Lehel","05 Au - Haidhausen",153
"1",2006,"01 Altstadt - Lehel","06 Sendling",41
"1",2006,"01 Altstadt - Lehel","07 Sendling - Westpark",33
"1",2006,"01 Altstadt - Lehel","08 Schwanthalerhöhe",28
"1",2006,"01 Altstadt - Lehel","09 Neuhausen - Nymphenburg",105
"1",2006,"01 Altstadt - Lehel","10 Moosach",14
"1",2006,"01 Altstadt - Lehel","11 Milbertshofen - Am Hart",47
"1",2006,"01 Altstadt - Lehel","12 Schwabing - Freimann",90
"1",2006,"01 Altstadt - Lehel","13 Bogenhausen",125
"1",2006,"01 Altstadt - Lehel","14 Berg am Laim",31
"1",2006,"01 Altstadt - Lehel","15 Trudering - Riem",61
"1",2006,"01 Altstadt - Lehel","16 Ramersdorf - Perlach",61
"1",2006,"01 Altstadt - Lehel","17 Obergiesing - Fasangarten",69
"1",2006,"01 Altstadt - Lehel","18 Untergiesing - Harlaching",78
"1",2006,"01 Altstadt - Lehel","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",73
"1",2006,"01 Altstadt - Lehel","20 Hadern",22
"1",2006,"01 Altstadt - Lehel","21 Pasing - Obermenzing",46
"1",2006,"01 Altstadt - Lehel","22 Aubing - Lochhausen - Langwied",29
"1",2006,"01 Altstadt - Lehel","23 Allach - Untermenzing",25
"1",2006,"01 Altstadt - Lehel","24 Feldmoching - Hasenbergl",36
"1",2006,"01 Altstadt - Lehel","25 Laim",33
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","01 Altstadt - Lehel",130
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","02 Ludwigsvorstadt - Isarvorstadt",1177
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","03 Maxvorstadt",258
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","04 Schwabing - West",218
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","05 Au - Haidhausen",333
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","06 Sendling",272
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","07 Sendling - Westpark",185
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","08 Schwanthalerhöhe",175
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","09 Neuhausen - Nymphenburg",337
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","10 Moosach",118
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","11 Milbertshofen - Am Hart",178
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","12 Schwabing - Freimann",170
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","13 Bogenhausen",151
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","14 Berg am Laim",96
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","15 Trudering - Riem",125
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","16 Ramersdorf - Perlach",239
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","17 Obergiesing - Fasangarten",223
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","18 Untergiesing - Harlaching",294
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",256
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","20 Hadern",76
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","21 Pasing - Obermenzing",133
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","22 Aubing - Lochhausen - Langwied",62
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","23 Allach - Untermenzing",27
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","24 Feldmoching - Hasenbergl",89
"2",2006,"02 Ludwigsvorstadt - Isarvorstadt","25 Laim",134
"3",2006,"03 Maxvorstadt","01 Altstadt - Lehel",97
"3",2006,"03 Maxvorstadt","02 Ludwigsvorstadt - Isarvorstadt",308
"3",2006,"03 Maxvorstadt","03 Maxvorstadt",975
"3",2006,"03 Maxvorstadt","04 Schwabing - West",645
"3",2006,"03 Maxvorstadt","05 Au - Haidhausen",211
"3",2006,"03 Maxvorstadt","06 Sendling",146
"3",2006,"03 Maxvorstadt","07 Sendling - Westpark",108
"3",2006,"03 Maxvorstadt","08 Schwanthalerhöhe",99
"3",2006,"03 Maxvorstadt","09 Neuhausen - Nymphenburg",453
"3",2006,"03 Maxvorstadt","10 Moosach",95
"3",2006,"03 Maxvorstadt","11 Milbertshofen - Am Hart",222
"3",2006,"03 Maxvorstadt","12 Schwabing - Freimann",309
"3",2006,"03 Maxvorstadt","13 Bogenhausen",174
"3",2006,"03 Maxvorstadt","14 Berg am Laim",82
"3",2006,"03 Maxvorstadt","15 Trudering - Riem",82
"3",2006,"03 Maxvorstadt","16 Ramersdorf - Perlach",138
"3",2006,"03 Maxvorstadt","17 Obergiesing - Fasangarten",137
"3",2006,"03 Maxvorstadt","18 Untergiesing - Harlaching",136
"3",2006,"03 Maxvorstadt","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",149
"3",2006,"03 Maxvorstadt","20 Hadern",57
"3",2006,"03 Maxvorstadt","21 Pasing - Obermenzing",112
"3",2006,"03 Maxvorstadt","22 Aubing - Lochhausen - Langwied",55
"3",2006,"03 Maxvorstadt","23 Allach - Untermenzing",44
"3",2006,"03 Maxvorstadt","24 Feldmoching - Hasenbergl",88
"3",2006,"03 Maxvorstadt","25 Laim",132
"4",2006,"04 Schwabing - West","01 Altstadt - Lehel",85
"4",2006,"04 Schwabing - West","02 Ludwigsvorstadt - Isarvorstadt",188
"4",2006,"04 Schwabing - West","03 Maxvorstadt",428
"4",2006,"04 Schwabing - West","04 Schwabing - West",1418
"4",2006,"04 Schwabing - West","05 Au - Haidhausen",168
"4",2006,"04 Schwabing - West","06 Sendling",113
"4",2006,"04 Schwabing - West","07 Sendling - Westpark",107
